chrBase	chr	base	strand	coverage	freqC	freqT
1.12717201	1	12717201	R	11	100.00	0.00
1.12717476	1	12717476	R	18	94.44	5.56
1.12718082	1	12718082	F	192	1.56	98.44
1.12718094	1	12718094	F	197	10.15	89.85
1.12718262	1	12718262	F	199	0.00	100.00
1.12718288	1	12718288	F	191	10.99	89.01
1.12718216	1	12718216	R	256	0.00	100.00
1.12718245	1	12718245	R	211	22.27	77.73
1.12718263	1	12718263	R	258	3.10	96.90
1.12718467	1	12718467	R	49	8.16	91.84
1.12718470	1	12718470	R	50	6.00	94.00
1.12725036	1	12725036	F	10	100.00	0.00
1.12730287	1	12730287	F	108	50.00	50.00
1.12730347	1	12730347	R	188	67.02	32.98
1.12744697	1	12744697	F	25	0.00	100.00
1.12744727	1	12744727	F	129	43.41	56.59
1.12744728	1	12744728	R	25	20.00	80.00
1.12746346	1	12746346	R	209	88.04	11.96
1.12788369	1	12788369	F	139	87.77	12.23
1.12788410	1	12788410	F	135	78.52	21.48
1.12788555	1	12788555	R	318	89.94	10.06
1.12795262	1	12795262	F	164	48.17	51.83
1.12795309	1	12795309	F	169	46.15	53.85
1.12795467	1	12795467	F	125	85.60	14.40
1.12795468	1	12795468	R	314	92.04	7.96
1.12795553	1	12795553	R	156	80.13	19.87
1.12799199	1	12799199	R	15	73.33	26.67
1.12807536	1	12807536	F	109	77.98	22.02
1.12807686	1	12807686	R	213	88.26	11.74
1.12807689	1	12807689	R	219	88.13	11.87
1.12807736	1	12807736	R	230	95.22	4.78
1.12808616	1	12808616	F	237	64.98	35.02
1.12808625	1	12808625	F	235	95.74	4.26
1.12808736	1	12808736	R	155	78.06	21.94
1.12808747	1	12808747	R	160	78.75	21.25
1.12808759	1	12808759	R	160	75.62	24.38
1.12808769	1	12808769	R	161	94.41	5.59
1.12808774	1	12808774	R	161	91.30	8.70
1.12814396	1	12814396	F	246	67.48	32.52
1.12814564	1	12814564	R	379	42.48	57.52
1.12835337	1	12835337	F	125	27.20	72.80
1.12835550	1	12835550	R	62	16.13	83.87
1.12835593	1	12835593	R	64	18.75	81.25
1.12836024	1	12836024	F	245	6.94	93.06
1.12836032	1	12836032	F	245	6.94	93.06
1.12836099	1	12836099	R	203	4.93	95.07
1.12836128	1	12836128	R	211	1.90	98.10
1.12836140	1	12836140	R	211	9.48	90.52
1.12838291	1	12838291	F	48	89.58	10.42
1.12838330	1	12838330	F	46	86.96	13.04
1.12838385	1	12838385	F	179	80.45	19.55
1.12838394	1	12838394	F	178	82.58	17.42
1.12838414	1	12838414	F	177	74.58	25.42
1.12838386	1	12838386	R	112	79.46	20.54
1.12838589	1	12838589	R	46	13.04	86.96
1.12838599	1	12838599	R	46	82.61	17.39
1.12851825	1	12851825	F	150	89.33	10.67
1.12851923	1	12851923	F	239	61.92	38.08
1.12851924	1	12851924	R	257	63.04	36.96
1.12852117	1	12852117	R	53	92.45	7.55
1.12852120	1	12852120	R	52	90.38	9.62
1.12852143	1	12852143	R	52	80.77	19.23
1.12858753	1	12858753	F	150	94.67	5.33
1.12858784	1	12858784	F	148	52.03	47.97
1.12858895	1	12858895	R	158	90.51	9.49
1.12860200	1	12860200	F	217	76.50	23.50
1.12860237	1	12860237	F	212	97.17	2.83
1.12860241	1	12860241	F	213	92.96	7.04
1.12860343	1	12860343	R	197	78.68	21.32
1.12860375	1	12860375	R	201	86.07	13.93
1.12867726	1	12867726	R	10	100.00	0.00
1.12867764	1	12867764	R	10	0.00	100.00
1.12871850	1	12871850	F	178	91.57	8.43
1.12871882	1	12871882	F	176	88.64	11.36
1.12871891	1	12871891	F	175	70.86	29.14
1.12871940	1	12871940	F	230	69.57	30.43
1.12871892	1	12871892	R	194	74.23	25.77
1.12871941	1	12871941	R	206	72.33	27.67
1.12872035	1	12872035	R	235	54.89	45.11
1.12915354	1	12915354	F	74	67.57	32.43
1.12915403	1	12915403	F	70	40.00	60.00
1.12915618	1	12915618	R	37	45.95	54.05
1.12915621	1	12915621	R	37	45.95	54.05
1.12915631	1	12915631	R	38	55.26	44.74
1.12939660	1	12939660	F	57	71.93	28.07
1.12939909	1	12939909	R	104	68.27	31.73
1.12953895	1	12953895	R	10	100.00	0.00
1.12953920	1	12953920	R	11	72.73	27.27
1.12971880	1	12971880	F	175	86.29	13.71
1.12971922	1	12971922	F	163	77.91	22.09
1.12971976	1	12971976	R	175	58.86	41.14
1.12976024	1	12976024	F	187	99.47	0.53
1.12976034	1	12976034	F	188	97.87	2.13
1.12976052	1	12976052	F	185	95.14	4.86
1.12976055	1	12976055	F	186	92.47	7.53
1.12976139	1	12976139	R	34	58.82	41.18
1.12976161	1	12976161	R	76	65.79	34.21
1.12976176	1	12976176	R	79	88.61	11.39
1.12990382	1	12990382	F	262	3.44	96.56
1.12990414	1	12990414	F	266	10.90	89.10
1.12990535	1	12990535	F	67	2.99	97.01
1.12990557	1	12990557	F	66	0.00	100.00
1.12990572	1	12990572	F	11	0.00	100.00
1.12990585	1	12990585	F	10	0.00	100.00
1.12990602	1	12990602	F	233	3.43	96.57
1.12990700	1	12990700	F	219	2.28	97.72
1.12990719	1	12990719	F	222	0.45	99.55
1.12990721	1	12990721	F	215	0.93	99.07
1.12990729	1	12990729	F	224	1.34	98.66
1.12990789	1	12990789	F	168	7.14	92.86
1.12990805	1	12990805	F	167	10.18	89.82
1.12990808	1	12990808	F	165	9.70	90.30
1.12990811	1	12990811	F	166	8.43	91.57
1.12990822	1	12990822	F	168	5.95	94.05
1.12991026	1	12991026	F	203	0.00	100.00
1.12991049	1	12991049	F	203	0.00	100.00
1.12991067	1	12991067	F	200	1.00	99.00
1.12990490	1	12990490	R	286	9.44	90.56
1.12990514	1	12990514	R	276	1.45	98.55
1.12990536	1	12990536	R	290	6.90	93.10
1.12990558	1	12990558	R	80	1.25	98.75
1.12990573	1	12990573	R	78	3.85	96.15
1.12990586	1	12990586	R	26	26.92	73.08
1.12990603	1	12990603	R	26	3.85	96.15
1.12990673	1	12990673	R	187	1.07	98.93
1.12990701	1	12990701	R	187	5.35	94.65
1.12990768	1	12990768	R	218	4.59	95.41
1.12990770	1	12990770	R	225	7.56	92.44
1.12990777	1	12990777	R	220	9.09	90.91
1.12990784	1	12990784	R	221	5.88	94.12
1.12990786	1	12990786	R	226	2.21	97.79
1.12990790	1	12990790	R	224	9.82	90.18
1.12990996	1	12990996	R	162	1.85	98.15
1.12991020	1	12991020	R	161	0.00	100.00
1.12991092	1	12991092	R	177	0.00	100.00
1.12991131	1	12991131	R	181	0.55	99.45
1.12991613	1	12991613	F	278	0.36	99.64
1.12991642	1	12991642	F	277	0.00	100.00
1.12991652	1	12991652	F	278	0.00	100.00
1.12991774	1	12991774	R	253	0.00	100.00
1.12991778	1	12991778	R	246	0.00	100.00
1.12991780	1	12991780	R	253	0.00	100.00
1.12991792	1	12991792	R	255	0.00	100.00
1.12991797	1	12991797	R	255	0.00	100.00
1.12991813	1	12991813	R	251	0.00	100.00
1.12991816	1	12991816	R	254	0.00	100.00
1.12992043	1	12992043	F	57	0.00	100.00
1.12992046	1	12992046	F	56	0.00	100.00
1.12992049	1	12992049	F	55	0.00	100.00
1.12992086	1	12992086	F	56	0.00	100.00
1.12992201	1	12992201	F	72	0.00	100.00
1.12992215	1	12992215	F	72	0.00	100.00
1.12992219	1	12992219	F	72	0.00	100.00
1.12992231	1	12992231	F	71	0.00	100.00
1.12992239	1	12992239	F	151	0.00	100.00
1.12992253	1	12992253	F	146	0.00	100.00
1.12992263	1	12992263	F	146	0.00	100.00
1.12992266	1	12992266	F	149	0.00	100.00
1.12991994	1	12991994	R	76	2.63	97.37
1.12992044	1	12992044	R	80	3.75	96.25
1.12992147	1	12992147	R	65	0.00	100.00
1.12992179	1	12992179	R	66	0.00	100.00
1.12992202	1	12992202	R	10	0.00	100.00
1.12992216	1	12992216	R	74	0.00	100.00
1.12992220	1	12992220	R	76	3.95	96.05
1.12992232	1	12992232	R	81	0.00	100.00
1.12992240	1	12992240	R	84	0.00	100.00
1.12992254	1	12992254	R	136	0.00	100.00
1.12992264	1	12992264	R	127	0.79	99.21
1.12992267	1	12992267	R	135	0.00	100.00
1.12992282	1	12992282	R	135	0.00	100.00
1.12992460	1	12992460	F	148	0.00	100.00
1.12992477	1	12992477	F	147	0.00	100.00
1.12992491	1	12992491	F	147	0.00	100.00
1.12992494	1	12992494	F	149	0.00	100.00
1.12992506	1	12992506	F	142	0.00	100.00
1.12992552	1	12992552	F	208	0.00	100.00
1.12992572	1	12992572	F	207	0.00	100.00
1.12992582	1	12992582	F	204	0.00	100.00
1.12992588	1	12992588	F	195	0.00	100.00
1.12992507	1	12992507	R	208	0.00	100.00
1.12992519	1	12992519	R	209	0.00	100.00
1.12992532	1	12992532	R	215	0.00	100.00
1.12992541	1	12992541	R	213	0.00	100.00
1.12992553	1	12992553	R	215	0.47	99.53
1.12992738	1	12992738	R	141	0.71	99.29
1.12992748	1	12992748	R	141	0.71	99.29
1.12992750	1	12992750	R	144	0.00	100.00
1.12992759	1	12992759	R	148	1.35	98.65
1.12995686	1	12995686	F	179	93.30	6.70
1.12995718	1	12995718	F	174	87.93	12.07
1.12995687	1	12995687	R	10	100.00	0.00
1.12995764	1	12995764	R	151	88.74	11.26
1.12995775	1	12995775	R	153	90.85	9.15
1.13010318	1	13010318	F	40	85.00	15.00
1.13010355	1	13010355	F	11	72.73	27.27
1.13010356	1	13010356	R	40	80.00	20.00
1.13015538	1	13015538	F	108	92.59	7.41
1.13015544	1	13015544	F	105	95.24	4.76
1.13015545	1	13015545	R	96	91.67	8.33
1.13015594	1	13015594	R	180	88.33	11.67
1.13020829	1	13020829	F	180	87.78	12.22
1.13020849	1	13020849	F	179	74.30	25.70
1.13020850	1	13020850	R	157	69.43	30.57
1.13020890	1	13020890	R	158	79.11	20.89
1.13029371	1	13029371	F	171	84.80	15.20
1.13029378	1	13029378	F	170	93.53	6.47
1.13029385	1	13029385	F	170	70.00	30.00
1.13029355	1	13029355	R	246	67.48	32.52
1.13029454	1	13029454	R	162	75.93	24.07
1.13029470	1	13029470	R	166	74.70	25.30
1.13049493	1	13049493	R	72	66.67	33.33
1.13052181	1	13052181	F	125	4.80	95.20
1.13052227	1	13052227	R	163	2.45	97.55
1.13054462	1	13054462	R	25	88.00	12.00
1.13057863	1	13057863	R	113	43.36	56.64
1.13057870	1	13057870	R	111	34.23	65.77
1.13057907	1	13057907	R	115	12.17	87.83
1.13064180	1	13064180	F	173	67.05	32.95
1.13064211	1	13064211	F	170	71.18	28.82
1.13064260	1	13064260	F	226	67.70	32.30
1.13064212	1	13064212	R	138	62.32	37.68
1.13064261	1	13064261	R	147	70.07	29.93
1.13064399	1	13064399	R	18	100.00	0.00
1.13064430	1	13064430	R	42	88.10	11.90
1.13065824	1	13065824	F	107	90.65	9.35
1.13065856	1	13065856	F	106	98.11	1.89
1.13066088	1	13066088	R	85	96.47	3.53
1.13082012	1	13082012	F	226	61.06	38.94
1.13082134	1	13082134	R	177	87.01	12.99
1.13082149	1	13082149	R	175	81.71	18.29
1.13082184	1	13082184	R	177	93.22	6.78
1.13082760	1	13082760	R	79	84.81	15.19
1.13082773	1	13082773	R	81	91.36	8.64
1.13089147	1	13089147	F	106	93.40	6.60
1.13089189	1	13089189	F	105	81.90	18.10
1.13089278	1	13089278	R	47	76.60	23.40
1.13104044	1	13104044	F	197	2.03	97.97
1.13104064	1	13104064	F	166	1.81	98.19
1.13104079	1	13104079	F	182	2.75	97.25
1.13104118	1	13104118	F	32	6.25	93.75
1.13104146	1	13104146	F	22	13.64	86.36
1.13104080	1	13104080	R	299	4.35	95.65
1.13104108	1	13104108	R	293	15.36	84.64
1.13104115	1	13104115	R	301	1.33	98.67
1.13104119	1	13104119	R	299	8.03	91.97
1.13104379	1	13104379	F	165	40.61	59.39
1.13104413	1	13104413	F	157	26.11	73.89
1.13104348	1	13104348	R	93	35.48	64.52
1.13104359	1	13104359	R	95	32.63	67.37
1.13104380	1	13104380	R	94	34.04	65.96
1.13104414	1	13104414	R	226	19.47	80.53
1.13104437	1	13104437	R	230	24.78	75.22
1.13104824	1	13104824	F	213	43.19	56.81
1.13104970	1	13104970	F	227	59.03	40.97
1.13105000	1	13105000	F	221	49.77	50.23
1.13105014	1	13105014	F	223	42.60	57.40
1.13105059	1	13105059	F	156	48.08	51.92
1.13104931	1	13104931	R	212	64.15	35.85
1.13104941	1	13104941	R	216	54.17	45.83
1.13104971	1	13104971	R	219	67.12	32.88
1.13105001	1	13105001	R	161	49.69	50.31
1.13105015	1	13105015	R	160	42.50	57.50
1.13105029	1	13105029	R	165	70.30	29.70
1.13105060	1	13105060	R	14	64.29	35.71
1.13118483	1	13118483	F	222	90.09	9.91
1.13118651	1	13118651	F	123	89.43	10.57
1.13118656	1	13118656	F	122	82.79	17.21
1.13118773	1	13118773	F	25	60.00	40.00
1.13118789	1	13118789	F	26	34.62	65.38
1.13118806	1	13118806	F	50	60.00	40.00
1.13118812	1	13118812	F	47	82.98	17.02
1.13118816	1	13118816	F	48	68.75	31.25
1.13118818	1	13118818	F	46	63.04	36.96
1.13118850	1	13118850	F	45	42.22	57.78
1.13118615	1	13118615	R	244	96.72	3.28
1.13118621	1	13118621	R	244	95.08	4.92
1.13118635	1	13118635	R	250	86.00	14.00
1.13118652	1	13118652	R	247	92.71	7.29
1.13118774	1	13118774	R	107	71.96	28.04
1.13118790	1	13118790	R	47	44.68	55.32
1.13118807	1	13118807	R	48	64.58	35.42
1.13119075	1	13119075	R	66	66.67	33.33
1.13125120	1	13125120	F	215	18.14	81.86
1.13125227	1	13125227	F	371	14.29	85.71
1.13125235	1	13125235	F	355	9.58	90.42
1.13125253	1	13125253	F	368	8.15	91.85
1.13125380	1	13125380	F	210	0.00	100.00
1.13125215	1	13125215	R	218	2.75	97.25
1.13125228	1	13125228	R	217	9.22	90.78
1.13125345	1	13125345	R	268	0.00	100.00
1.13125381	1	13125381	R	272	0.37	99.63
1.13125576	1	13125576	R	154	1.95	98.05
1.13125581	1	13125581	R	145	0.69	99.31
1.13125600	1	13125600	R	151	0.66	99.34
1.13126134	1	13126134	F	12	0.00	100.00
1.13126144	1	13126144	F	12	25.00	75.00
1.13126163	1	13126163	F	111	6.31	93.69
1.13126177	1	13126177	F	109	2.75	97.25
1.13126190	1	13126190	F	108	24.07	75.93
1.13126310	1	13126310	F	168	5.36	94.64
1.13126316	1	13126316	F	169	2.96	97.04
1.13126338	1	13126338	F	165	9.09	90.91
1.13126452	1	13126452	F	47	0.00	100.00
1.13126455	1	13126455	F	47	0.00	100.00
1.13126470	1	13126470	F	46	0.00	100.00
1.13126479	1	13126479	F	41	0.00	100.00
1.13126484	1	13126484	F	36	0.00	100.00
1.13126491	1	13126491	F	46	6.52	93.48
1.13126591	1	13126591	F	385	3.38	96.62
1.13126631	1	13126631	F	389	10.03	89.97
1.13126638	1	13126638	F	388	1.29	98.71
1.13126641	1	13126641	F	389	1.54	98.46
1.13126776	1	13126776	F	184	1.09	98.91
1.13126781	1	13126781	F	183	0.55	99.45
1.13126817	1	13126817	F	149	10.74	89.26
1.13126145	1	13126145	R	13	7.69	92.31
1.13126164	1	13126164	R	13	0.00	100.00
1.13126300	1	13126300	R	163	4.91	95.09
1.13126311	1	13126311	R	164	0.61	99.39
1.13126411	1	13126411	R	150	2.00	98.00
1.13126416	1	13126416	R	150	2.67	97.33
1.13126436	1	13126436	R	155	2.58	97.42
1.13126441	1	13126441	R	153	3.27	96.73
1.13126447	1	13126447	R	153	2.61	97.39
1.13126453	1	13126453	R	153	3.92	96.08
1.13126577	1	13126577	R	195	2.56	97.44
1.13126592	1	13126592	R	213	5.63	94.37
1.13126729	1	13126729	R	264	4.55	95.45
1.13126777	1	13126777	R	266	1.50	98.50
1.13126866	1	13126866	R	186	6.99	93.01
1.13126873	1	13126873	R	184	16.30	83.70
1.13126898	1	13126898	R	186	13.98	86.02
1.13126904	1	13126904	R	184	6.52	93.48
1.13128356	1	13128356	F	221	3.62	96.38
1.13128390	1	13128390	F	221	2.71	97.29
1.13128412	1	13128412	F	242	12.40	87.60
1.13128391	1	13128391	R	208	2.40	97.60
1.13128409	1	13128409	R	197	5.58	94.42
1.13128413	1	13128413	R	208	5.77	94.23
1.13128498	1	13128498	R	268	2.99	97.01
1.13133297	1	13133297	F	96	87.50	12.50
1.13133447	1	13133447	R	157	91.08	8.92
1.13147823	1	13147823	F	160	97.50	2.50
1.13147923	1	13147923	R	104	95.19	4.81
1.13158505	1	13158505	F	207	78.74	21.26
1.13158508	1	13158508	F	206	54.85	45.15
1.13158567	1	13158567	R	171	92.40	7.60
1.13159773	1	13159773	F	180	100.00	0.00
1.13159845	1	13159845	F	64	98.44	1.56
1.13159956	1	13159956	F	202	100.00	0.00
1.13159985	1	13159985	F	203	95.07	4.93
1.13160007	1	13160007	F	29	100.00	0.00
1.13159846	1	13159846	R	211	86.73	13.27
1.13159916	1	13159916	R	181	93.92	6.08
1.13159957	1	13159957	R	185	96.22	3.78
1.13160145	1	13160145	R	307	96.42	3.58
1.13166833	1	13166833	F	185	96.76	3.24
1.13166911	1	13166911	R	202	95.05	4.95
1.13166933	1	13166933	R	204	87.75	12.25
1.13174581	1	13174581	F	147	83.67	16.33
1.13174606	1	13174606	F	144	89.58	10.42
1.13174613	1	13174613	F	142	78.17	21.83
1.13174808	1	13174808	F	199	96.98	3.02
1.13174820	1	13174820	F	195	94.36	5.64
1.13174828	1	13174828	F	198	83.33	16.67
1.13174849	1	13174849	F	200	85.00	15.00
1.13174990	1	13174990	F	133	93.23	6.77
1.13175001	1	13175001	F	129	98.45	1.55
1.13175020	1	13175020	F	129	98.45	1.55
1.13174809	1	13174809	R	160	100.00	0.00
1.13174947	1	13174947	R	23	0.00	100.00
1.13174972	1	13174972	R	194	85.57	14.43
1.13174988	1	13174988	R	197	90.86	9.14
1.13174991	1	13174991	R	205	94.63	5.37
1.13175002	1	13175002	R	115	98.26	1.74
1.13175021	1	13175021	R	131	90.08	9.92
1.13175037	1	13175037	R	133	96.24	3.76
1.13175304	1	13175304	R	78	91.03	8.97
1.13175322	1	13175322	R	77	93.51	6.49
1.13180369	1	13180369	F	211	96.21	3.79
1.13180407	1	13180407	F	208	95.67	4.33
1.13180414	1	13180414	F	209	95.22	4.78
1.13180576	1	13180576	R	156	98.72	1.28
1.13182558	1	13182558	F	126	94.44	5.56
1.13182578	1	13182578	F	125	96.80	3.20
1.13182622	1	13182622	R	111	91.89	8.11
1.13182671	1	13182671	R	113	97.35	2.65
1.13191358	1	13191358	F	52	100.00	0.00
1.13191393	1	13191393	F	51	88.24	11.76
1.13191593	1	13191593	R	45	64.44	35.56
1.13191614	1	13191614	R	45	84.44	15.56
1.13192955	1	13192955	F	102	72.55	27.45
1.13192998	1	13192998	F	96	62.50	37.50
1.13193057	1	13193057	R	71	66.20	33.80
1.13193089	1	13193089	R	75	72.00	28.00
1.13196873	1	13196873	F	125	81.60	18.40
1.13196883	1	13196883	F	124	92.74	7.26
1.13197134	1	13197134	R	61	68.85	31.15
1.13197142	1	13197142	R	60	75.00	25.00
1.13202755	1	13202755	F	14	92.86	7.14
1.13217354	1	13217354	F	237	96.20	3.80
1.13217363	1	13217363	F	235	91.49	8.51
1.13217381	1	13217381	F	236	88.98	11.02
1.13217384	1	13217384	F	230	97.39	2.61
1.13217503	1	13217503	R	256	90.23	9.77
1.13217531	1	13217531	R	262	84.73	15.27
1.13219329	1	13219329	F	254	79.53	20.47
1.13219400	1	13219400	F	214	60.75	39.25
1.13219401	1	13219401	R	173	56.07	43.93
1.13219606	1	13219606	R	236	24.15	75.85
1.13223524	1	13223524	F	81	55.56	44.44
1.13223660	1	13223660	R	75	33.33	66.67
1.13225255	1	13225255	F	31	77.42	22.58
1.13225545	1	13225545	R	18	94.44	5.56
1.13245216	1	13245216	F	27	62.96	37.04
1.13245259	1	13245259	R	45	62.22	37.78
1.13252954	1	13252954	F	84	83.33	16.67
1.13260621	1	13260621	F	15	73.33	26.67
1.13260655	1	13260655	R	35	80.00	20.00
1.13264994	1	13264994	F	91	96.70	3.30
1.13264955	1	13264955	R	84	97.62	2.38
1.13264995	1	13264995	R	87	94.25	5.75
1.13276079	1	13276079	F	103	83.50	16.50
1.13276330	1	13276330	R	122	82.79	17.21
1.13308940	1	13308940	F	17	29.41	70.59
1.13372130	1	13372130	F	174	0.00	100.00
1.13372161	1	13372161	F	174	0.00	100.00
1.13372235	1	13372235	F	168	0.00	100.00
1.13372242	1	13372242	F	168	0.00	100.00
1.13372352	1	13372352	F	255	0.00	100.00
1.13372397	1	13372397	F	244	0.00	100.00
1.13372540	1	13372540	F	182	0.00	100.00
1.13372203	1	13372203	R	214	0.00	100.00
1.13372205	1	13372205	R	218	0.00	100.00
1.13372236	1	13372236	R	219	0.00	100.00
1.13372304	1	13372304	R	168	0.00	100.00
1.13372313	1	13372313	R	10	0.00	100.00
1.13372331	1	13372331	R	184	0.00	100.00
1.13372333	1	13372333	R	182	0.00	100.00
1.13372353	1	13372353	R	192	0.00	100.00
1.13372484	1	13372484	R	223	0.00	100.00
1.13372496	1	13372496	R	118	0.00	100.00
1.13372534	1	13372534	R	237	0.00	100.00
1.13372756	1	13372756	F	207	0.00	100.00
1.13372772	1	13372772	F	212	0.00	100.00
1.13372780	1	13372780	F	212	0.47	99.53
1.13372787	1	13372787	F	211	0.00	100.00
1.13372799	1	13372799	F	210	0.00	100.00
1.13372808	1	13372808	F	247	1.21	98.79
1.13372857	1	13372857	F	234	0.00	100.00
1.13373003	1	13373003	F	175	0.00	100.00
1.13373008	1	13373008	F	157	0.00	100.00
1.13373010	1	13373010	F	166	0.00	100.00
1.13373017	1	13373017	F	169	0.00	100.00
1.13373032	1	13373032	F	174	0.00	100.00
1.13373039	1	13373039	F	173	0.00	100.00
1.13373041	1	13373041	F	159	0.00	100.00
1.13373052	1	13373052	F	154	0.00	100.00
1.13373116	1	13373116	F	76	0.00	100.00
1.13373131	1	13373131	F	79	0.00	100.00
1.13373138	1	13373138	F	79	0.00	100.00
1.13373145	1	13373145	F	79	0.00	100.00
1.13373174	1	13373174	F	147	0.68	99.32
1.13373187	1	13373187	F	149	0.00	100.00
1.13373212	1	13373212	F	123	0.00	100.00
1.13373218	1	13373218	F	60	0.00	100.00
1.13373221	1	13373221	F	56	0.00	100.00
1.13373223	1	13373223	F	57	0.00	100.00
1.13373226	1	13373226	F	57	0.00	100.00
1.13373229	1	13373229	F	58	0.00	100.00
1.13373235	1	13373235	F	58	0.00	100.00
1.13373238	1	13373238	F	57	0.00	100.00
1.13373241	1	13373241	F	58	0.00	100.00
1.13373244	1	13373244	F	56	0.00	100.00
1.13373248	1	13373248	F	58	0.00	100.00
1.13373278	1	13373278	F	173	0.00	100.00
1.13373285	1	13373285	F	170	0.00	100.00
1.13373287	1	13373287	F	168	0.00	100.00
1.13373292	1	13373292	F	173	0.00	100.00
1.13373296	1	13373296	F	163	0.61	99.39
1.13373302	1	13373302	F	170	1.18	98.82
1.13373307	1	13373307	F	174	0.00	100.00
1.13373323	1	13373323	F	172	0.00	100.00
1.13373389	1	13373389	F	11	0.00	100.00
1.13373416	1	13373416	F	10	0.00	100.00
1.13373420	1	13373420	F	72	0.00	100.00
1.13373431	1	13373431	F	72	0.00	100.00
1.13373445	1	13373445	F	72	0.00	100.00
1.13373449	1	13373449	F	71	0.00	100.00
1.13373513	1	13373513	F	18	0.00	100.00
1.13373520	1	13373520	F	18	5.56	94.44
1.13373523	1	13373523	F	17	0.00	100.00
1.13373525	1	13373525	F	17	0.00	100.00
1.13373533	1	13373533	F	18	0.00	100.00
1.13373542	1	13373542	F	236	0.00	100.00
1.13373555	1	13373555	F	237	0.00	100.00
1.13373557	1	13373557	F	233	0.00	100.00
1.13373566	1	13373566	F	240	0.00	100.00
1.13373569	1	13373569	F	237	0.00	100.00
1.13373599	1	13373599	F	140	0.00	100.00
1.13373602	1	13373602	F	139	0.00	100.00
1.13373605	1	13373605	F	140	0.00	100.00
1.13373607	1	13373607	F	137	1.46	98.54
1.13373625	1	13373625	F	141	1.42	98.58
1.13373630	1	13373630	F	141	1.42	98.58
1.13373632	1	13373632	F	132	0.00	100.00
1.13373644	1	13373644	F	139	0.00	100.00
1.13373692	1	13373692	F	94	1.06	98.94
1.13373700	1	13373700	F	89	0.00	100.00
1.13373703	1	13373703	F	86	0.00	100.00
1.13373711	1	13373711	F	89	0.00	100.00
1.13373729	1	13373729	F	22	0.00	100.00
1.13373744	1	13373744	F	153	0.00	100.00
1.13373749	1	13373749	F	153	0.00	100.00
1.13373753	1	13373753	F	156	0.00	100.00
1.13373755	1	13373755	F	151	0.00	100.00
1.13373760	1	13373760	F	157	0.00	100.00
1.13373770	1	13373770	F	136	0.00	100.00
1.13373773	1	13373773	F	154	0.00	100.00
1.13373775	1	13373775	F	146	0.00	100.00
1.13373782	1	13373782	F	156	0.00	100.00
1.13373786	1	13373786	F	155	0.00	100.00
1.13373849	1	13373849	F	31	0.00	100.00
1.13373856	1	13373856	F	31	0.00	100.00
1.13373858	1	13373858	F	31	0.00	100.00
1.13373872	1	13373872	F	30	0.00	100.00
1.13372748	1	13372748	R	110	0.00	100.00
1.13372757	1	13372757	R	110	0.00	100.00
1.13372773	1	13372773	R	184	0.00	100.00
1.13372781	1	13372781	R	183	0.00	100.00
1.13372788	1	13372788	R	144	0.00	100.00
1.13372800	1	13372800	R	185	0.00	100.00
1.13372809	1	13372809	R	189	1.06	98.94
1.13372907	1	13372907	R	144	0.00	100.00
1.13372914	1	13372914	R	144	0.00	100.00
1.13372928	1	13372928	R	143	0.00	100.00
1.13372930	1	13372930	R	148	0.00	100.00
1.13372933	1	13372933	R	145	0.00	100.00
1.13372936	1	13372936	R	145	0.00	100.00
1.13372946	1	13372946	R	132	0.00	100.00
1.13372954	1	13372954	R	148	0.00	100.00
1.13373076	1	13373076	R	41	0.00	100.00
1.13373089	1	13373089	R	88	0.00	100.00
1.13373090	1	13373090	R	18	0.00	100.00
1.13373101	1	13373101	R	107	0.00	100.00
1.13373107	1	13373107	R	106	0.00	100.00
1.13373117	1	13373117	R	107	0.93	99.07
1.13373132	1	13373132	R	65	0.00	100.00
1.13373139	1	13373139	R	55	0.00	100.00
1.13373146	1	13373146	R	57	0.00	100.00
1.13373152	1	13373152	R	68	0.00	100.00
1.13373156	1	13373156	R	12	0.00	100.00
1.13373158	1	13373158	R	12	0.00	100.00
1.13373167	1	13373167	R	12	0.00	100.00
1.13373169	1	13373169	R	11	0.00	100.00
1.13373175	1	13373175	R	12	0.00	100.00
1.13373188	1	13373188	R	123	0.00	100.00
1.13373213	1	13373213	R	133	0.00	100.00
1.13373219	1	13373219	R	129	0.00	100.00
1.13373222	1	13373222	R	56	0.00	100.00
1.13373224	1	13373224	R	57	0.00	100.00
1.13373227	1	13373227	R	53	0.00	100.00
1.13373230	1	13373230	R	55	0.00	100.00
